CUST_ID,SITE_ID
242625315,MLM
522999291,MLB
428431755,MLA
50320477,MLB
51776267,MLA
754528781,MLB
31391195,MLM
316003105,MLC
490798819,MLM
161947143,MLB
85897427,MLB
469525101,MLB
464968970,MLB
161421367,MLA
33750182,MLB
19985559,MLA
10312544,MLB
1095167037,MLM
374144757,MLA
553393450,MLB
600216796,MLB
537594832,MLM
592274727,MLM
18119921,MLM
1078170779,MLB
667402533,MLB
666257594,MLB
264115601,MLA
541476248,MLB
717894226,MLB
718752519,MLB
384944816,MLB
55677207,MLC
49417063,MLM
1059546834,MLB
309206354,MLB
308943805,MLB
29802968,MLC
230975423,MLB
273211378,MLM
72626573,MLA
659663343,MLB
364211771,MLM
364239955,MLB
133998389,MLB
26182591,MLA
1122537813,MLB
1105186914,MLB
267950531,MLB
266380790,MLB
797079160,MLM
798743142,MLM
106612197,MLB
226075021,MLA
220276025,MLA
437829339,MLM
438689398,MLC
646210906,MLM
642278345,MLM
299271840,MLB
556383750,MLM
721242270,MLB
185190902,MLB
185599059,MLB
183275093,MLB
176680960,MLB
222914700,MLB
154597798,MLC
155601099,MLB
154294304,MLB
295371961,MLM
1093122831,MLB
732568441,MLB
589104291,MLM
582141521,MLM
113916950,MLM
145022421,MLB
26076629,MLB
20375685,MLB
325784586,MLA
74489375,MLB
236969376,MLB
236321380,MLB
235354408,MLB
233280054,MLB
51204859,MLB
219480815,MLB
218100112,MLB
287286893,MLA
518776713,MLM
194000178,MLM
197110382,MLB
197927686,MLB
137908179,MLB
137428531,MLB
136522683,MLB
130839040,MCO
532902780,MLB
623535606,MLC
141847129,MLB
149030026,MLA
237671710,MLM
165074873,MLM
175114203,MLM
47766148,MLB
630276934,MLB
394459001,MLB
394420376,MLB
573703928,MLA
474774743,MLB
473234019,MLB
707896395,MLM
280867728,MLM
577383184,MLC
60990983,MLM
95574988,MLB
172377998,MLB
257130384,MLM
780479428,MLM
780058647,MLB
194377527,MLB
194051810,MLB
215165863,MLB
121034274,MLB
125341302,MLA
685512233,MLM
333729809,MLM
242551291,MLM
90868505,MLB
521657002,MLC
768817329,MLM
769214037,MLB
325777587,MLM
1143428914,MLM
1142355340,MLB
422106253,MLB
39221346,MLB
609609645,MLM
608891708,MLB
315991938,MLM
495498105,MLM
501205750,MLB
1113836434,MLM
1117193007,MLA
84399475,MLB
468722991,MLM
31240345,MLB
698917134,MLB
703217474,MLB
376327276,MCO
535002606,MLM
535075599,MLC
803673485,MLA
790764085,MCO
138969774,MLM
242940761,MLB
1070998016,MLM
1070455725,MLB
101002112,MLA
664554935,MLB
200699324,MLM
475079227,MLM
829949971,MLB
821676281,MLB
548246587,MLA
716800829,MLM
715808049,MLM
48085049,MLB
251236735,MLB
1051660633,MLM
309311673,MLB
454558777,MLB
452362316,MLB
451448943,MLB
28963597,MLM
27980714,MLM
392754146,MLM
836100130,MLB
345875751,MLM
271699833,MLC
658775899,MLB
659507544,MLB
137880519,MLA
23804905,MCO
1137321498,MLB
269174770,MLB
797578777,MLM
770395507,MLM
733555983,MLM
734982717,MLC
738805973,MLB
738492746,MLB
103269798,MLB
221320972,MLB
435388253,MLB
379742037,MLM
357805939,MLM
358051918,MLB
353610795,MLB
556527961,MLB
566855464,MLB
224527677,MLC
209687355,MLB
209195725,MLB
610193634,MLM
489154177,MLM
485336516,MLM
121004519,MLM
581293783,MLM
585526399,MLB
583978160,MLB
63985225,MLB
63711763,MLB
64529131,MLA
148154598,MLB
167435196,MLB
29059770,MLB
24859937,MLB
320799727,MLB
77462325,MLB
74208276,MLB
72626824,MLB
1224858447,MLM
272834800,MLB
235511620,MLB
234312570,MLB
516425929,MLB
513688760,MLB
136101596,MLB
446420803,MLM
448751462,MLB
448859698,MLB
626542410,MLM
1187961513,MLB
141074803,MLB
237862030,MLM
164446979,MLM
171629865,MLM
178753051,MLB
46914075,MLB
42369616,MLB
41709411,MLB
630840409,MLM
723699885,MLM
154167229,MLM
404194410,MLB
572689453,MLB
473041008,MLB
470116708,MLB
472251673,MLA
708246219,MLB
114057170,MLB
64889952,MLM
60177741,MLM
62440571,MLM
95226931,MLB
250924041,MLM
6171875,MLB
789082932,MLM
1067674280,MLB
194777247,MLB
484256839,MLB
484723310,MLB
808071806,MLM
806838513,MLM
802613368,MLB
334493162,MLB
240777620,MLM
92541850,MLB
187792558,MLA
183154636,MLA
326775694,MLB
1144251986,MLM
424304368,MLA
10179373,MLM
14294850,MLB
757252942,MLB
37495150,MLM
39622351,MLC
314897309,MLB
502138797,MLM
507593600,MLB
161606350,MLB
1119591580,MLM
1119309809,MLA
88664239,MLB
86960725,MLB
83935619,MLB
81978092,MLB
468995063,MLM
468664858,MLB
1306105,MLB
5191048,MLA
976499,MLA
695829362,MLM
1095613972,MLM
514588978,MCO
259574733,MLM
149950271,MLM
147403305,MLM
142840638,MLM
701509708,MLB
1084262405,MLB
1086539859,MLB
602487075,MLB
601188885,MLB
606377102,MCO
661397688,MLB
242390471,MLB
15046494,MLM
245749388,MLB
1075851556,MLB
1176343471,MLM
201057490,MLM
478149547,MLM
427392964,MLB
821946435,MLM
541619094,MLB
544453648,MCO
710340431,MLM
714094138,MLB
56731373,MLM
45557024,MLM
351995597,MLB
742596956,MLB
251448718,MLB
300858142,MLC
308106579,MLB
304136429,MLB
816995147,MLM
816602721,MLB
454545147,MLB
451168902,MLA
398112781,MLM
398570910,MLM
396766570,MLM
273348453,MLC
75058432,MLA
72485770,MLA
694556100,MLB
1122006326,MLM
268313986,MLB
266612741,MLB
735956014,MLM
739423706,MLB
107261414,MLC
108263033,MLB
104864868,MLB
433599604,MLM
648164678,MLM
355610867,MLB
556286958,MLC
337535239,MLM
182266509,MLB
181315777,MLB
457895842,MLM
178557487,MLB
205051935,MLB
152680069,MLB
150440574,MLB
129244496,MLM
122751502,MLM
731777604,MLB
64116097,MLB
64004002,MLB
62483917,MLB
116283922,MLM
118993851,MLB
140242763,MLM
71064411,MLB
236991930,MLB
56247842,MLB
53930621,MLB
219694511,MLM
215484417,MLM
219155266,MLB
217713439,MLB
194023861,MLM
135825053,MLC
139152020,MLB
624248804,MLM
625472721,MLB
77196035,MLC
78682804,MLB
235228680,MLM
239727300,MLB
46320597,MLA
162613548,MLM
173883333,MLM
173682898,MLM
179544725,MLB
178835038,MLB
44600729,MLB
40160541,MLB
670008608,MLB
402159183,MLB
1154099126,MLM
709443943,MLB
282748802,MLM
92126033,MLM
258636227,MLC
7347087,MLB
265326374,MLB
195231933,MLB
193753999,MLB
482059569,MLB
802285618,MLM
807232726,MLM
809706031,MLB
804603402,MLB
544548336,MLM
685569462,MLB
248266987,MLM
245022088,MLM
524200194,MLM
528480649,MLB
522104153,MLB
521650285,MLB
764622073,MLB
323603014,MLM
326297974,MLB
1141789890,MLM
422490341,MLB
756854759,MLA
34858294,MLC
600173974,MLM
314990114,MLM
495137028,MLB
502507092,MLM
500897076,MCO
300055802,MLB
302090818,MLA
81779429,MLB
448518750,MLM
449425190,MLM
467891829,MLM
462465138,MLM
460760203,MLC
469553610,MLB
469865835,MLB
160757978,MLA
343988027,MLB
2285896,MLB
699035004,MLB
1095727728,MLM
144740652,MLM
550106380,MLB
759371488,MLB
539752108,MLM
661427114,MLB
593706765,MLM
240246354,MLB
244719950,MCO
15522222,MLM
133217179,MLM
430585034,MLB
63666187,MLA
60096331,MLA
675649073,MLB
1173161737,MLM
208228394,MLM
202990028,MLM
478210446,MLM
470558091,MLM
425656487,MLM
421105490,MLM
827475470,MLB
822582501,MCO
1209411746,MLB
717568022,MLM
711105619,MLC
716806694,MLB
717314468,MLB
68387961,MLM
383096974,MLM
386596342,MLB
52828983,MLM
43651194,MLM
48154006,MLB
300414734,MLC
455422551,MLB
416564141,MLM
419870200,MLB
399426771,MLM
231073934,MLB
230927414,MLB
349649562,MLB
659490034,MLB
694271278,MLB
136713189,MLA
565671101,MLM
1038351897,MLM
1126789185,MLC
1109069901,MLM
1109461744,MLB
1104324853,MLM
264602405,MLC
794743963,MLM
791098812,MLM
776173864,MLB
102819279,MLM
103518730,MLM
105490220,MLB
375130332,MLM
376067124,MLB
357447143,MLC
359150725,MLB
353420869,MLB
299879655,MLB
829316668,MLM
721509029,MLB
720119870,MLB
185370243,MLB
183296114,MLB
416150122,MLB
452140503,MLM
229808536,MLM
225401280,MLM
229878365,MLB
226511595,MLB
225688380,MLB
150425702,MLM
158486205,MLB
156907855,MLB
618658172,MLB
489682928,MLB
480583977,MLM
80069116,MLM
731611599,MLB
585703797,MLM
582713928,MLM
588214025,MLB
588856061,MLB
62952364,MLB
60953374,MLB
20983774,MLB
322184153,MLB
273398055,MLB
272734068,MLB
235305597,MLB
513933136,MLM
193029688,MLM
192015907,MLM
193527271,MLM
444817536,MLM
627438125,MLB
628074639,MLB
141037532,MLB
79481038,MLM
174919751,MLM
40228339,MLB
634859503,MLM
742963028,MLM
720510908,MLM
399364379,MLB
578553570,MLM
116756337,MLB
110053586,MLB
69256709,MLB
99202007,MLB
171213065,MLB
171028360,MLB
258641021,MLM
6941319,MLC
333857,MLC
261352302,MLB
215667649,MLB
213475292,MLB
212051361,MLB
801089138,MLM
809269872,MLB
805356887,MLB
129598095,MLB
126592906,MLB
540873810,MLM
541022256,MLM
688947114,MLM
331938719,MLM
339637236,MLB
337129317,MLB
817662254,MLA
524736285,MLB
768148213,MLM
760561157,MLC
329644708,MLM
1140125586,MLM
426955246,MLB
50708392,MLB
37987841,MLM
80929589,MLB
465372750,MLB
30118838,MLB
698763581,MLM
142625177,MLM
700423609,MLB
206190867,MLA
365306883,MLA
370198047,MLB
1134924279,MLB
759653290,MLM
291652627,MLB
642044792,MLB
711784355,MLB
713455633,MLA
714283599,MLA
95897259,MLM
133770469,MLM
244841298,MLB
676616704,MLB
661718159,MLM
478866251,MLM
470271119,MLM
426480280,MLM
424370715,MLC
427728475,MLB
541366043,MLB
546421444,MCO
385338040,MLM
380862050,MLC
1044287356,MLB
742910979,MLB
744212294,MLB
1059893747,MLM
305574507,MLB
303933135,MLB
816131136,MLC
28106484,MLM
24496756,MLM
24512234,MLM
231771249,MLB
278143562,MLM
279949426,MLB
658219883,MLM
658466329,MLB
695163368,MLB
133306558,MLB
133344028,MLB
564689945,MLM
566350443,MLM
1137509220,MLB
199787803,MLA
1122429708,MLM
1120515408,MLM
265154006,MLM
268316199,MLC
268495719,MLB
267660089,MLB
268014807,MLB
791934477,MLM
104839628,MLB
645958339,MLM
645737580,MLB
645446168,MLB
374059433,MLM
379881055,MLB
379897390,MLB
294671191,MLB
292840695,MLB
569319354,MLB
561156373,MLB
185690733,MLB
452166795,MLM
453282841,MLM
228486122,MLM
229234527,MLB
174621258,MLB
228657570,MLB
225513622,MLB
157228520,MLB
156430342,MLB
616090413,MLM
614625558,MLB
485101574,MLM
86359928,MLM
84605828,MLM
153436661,MLB
129526839,MLM
1026428940,MLB
166366500,MLB
273925131,MLB
233695158,MLB
191994287,MLM
137138909,MLB
135404948,MLB
134751150,MLB
539247819,MLB
449892057,MLB
73761081,MLM
74764287,MLM
167475039,MLC
43471841,MLB
40676964,MLB
631516177,MLM
638659927,MLB
635246575,MLB
722806262,MLB
154046748,MLM
152666844,MLM
405791124,MLB
476757168,MLA
474275915,MLA
708295145,MLC
65659217,MLB
95698188,MLB
95248953,MLB
92890518,MLB
171432415,MLA
255525468,MLM
5210114,MLM
7010254,MLB
5951701,MLB
1060186182,MLC
193611729,MLB
192853205,MLB
192454744,MLB
212962678,MLB
127614934,MLB
125095349,MLA
201462713,MLB
201729018,MLB
685512545,MLM
242203393,MLC
92419624,MLB
90366451,MLB
520806201,MLB
180971307,MLB
766684143,MLB
425957437,MLB
15302494,MLB
39320079,MLB
37411746,MLB
311842990,MLM
315957214,MLM
317964911,MLB
312140338,MLB
312440407,MLB
311601484,MLB
502517959,MLM
168257402,MLA
1115221334,MLM
1111427732,MLM
1176993117,MLB
466826254,MLC
346045729,MLB
162692,MLB
605383234,MLB
750581384,MLM
292387156,MLA
642117270,MLB
711844728,MLB
1028579082,MLM
99280585,MLM
94170570,MLM
94623239,MLM
94144601,MLM
432821549,MLB
437390546,MLA
245465962,MLB
1078518590,MLM
678171626,MLB
677180846,MLB
677139269,MLB
1174509835,MLM
713004438,MLM
710282167,MLM
719402661,MLB
389543143,MLB
90684103,MLA
1047837437,MLM
44270991,MLC
255501261,MLB
1058237717,MLM
1054399291,MLM
309949601,MLB
308969558,MLB
810990822,MLM
812593861,MLM
29817000,MLC
397637828,MLM
399925432,MLM
397552735,MLM
233006599,MLB
349910424,MLM
344084161,MLM
271828867,MLA
658349560,MCO
270119075,MLM
279894122,MLB
277435146,MLB
659767360,MLM
659866727,MLB
691603818,MLB
134061330,MLB
130584230,MLB
567126786,MLM
33234894,MLA
25003971,MLA
191425431,MLA
268689673,MLC
269850546,MLB
266768319,MLB
734286414,MLM
737361827,MLB
734196544,MLB
102845337,MLM
432071759,MLC
649229071,MLM
379321897,MLB
355857619,MLM
293990508,MLB
610553234,MLB
181215458,MLB
418645189,MLB
410769294,MLB
459842002,MLB
82123871,MLA
227174357,MLM
224839088,MLM
223429469,MLB
154244884,MLB
206074254,MLB
616274858,MLM
467380814,MCO
489730121,MLB
267555865,MLM
585050639,MLM
588177572,MLC
210829796,MLB
210018018,MLA
61135569,MLB
60435937,MLB
60516038,MLB
119472779,MLB
146615059,MLB
25825243,MLB
24822562,MLB
24352219,MLB
324755348,MLB
322637070,MLB
73684649,MLB
59092005,MLB
216165808,MLM
218403140,MLB
194977212,MLC
199635337,MLB
538802833,MLB
442308325,MLM
440176537,MLB
625498248,MLM
623683167,MLB
623389716,MLB
141186655,MLB
78513244,MLM
162723584,MLM
171131030,MLM
172707432,MLM
741933131,MLM
723863245,MLM
403475736,MLB
478714606,MLB
709349833,MLM
289295007,MLB
570383968,MLM
579094742,MLB
577918233,MLB
61581944,MLC
98210935,MLB
97617199,MLB
171885308,MLB
170317289,MLB
178803929,MLA
178546395,MLA
188663437,MLC
189800570,MLB
9914754,MLM
5466234,MLB
782516025,MLM
787515226,MLB
1064209414,MLB
1062154940,MLA
193001946,MLB
489857233,MCO
204151348,MLB
546426574,MLM
546392726,MLB
547706534,MLB
685863571,MLB
819853368,MCO
94072404,MLA
522608193,MLM
523642983,MLB
422841239,MLB
12134482,MLB
751360946,MLB
38529056,MLB
36830113,MLB
608865207,MLM
491953254,MLM
493464218,MLB
493063006,MLB
492060945,MLB
1119369507,MLM
1008593125,MLB
1003268665,MLB
3221815,MLB
5276693,MLA
31250170,MLB
1082672369,MLM
471857776,MCO
534729543,MLM
663212996,MLB
1026384685,MLM
791139054,MCO
1056282201,MLB
138944791,MLM
134262130,MLM
434031401,MLA
436328562,MCO
245328424,MLB
1075524421,MLB
1071762349,MLB
202692609,MLM
1121312484,MLB
427335183,MLB
266234088,MLA
265235522,MLA
718140011,MLM
56366696,MLM
56614232,MLM
49479604,MLM
46819946,MLC
740102233,MLB
256197469,MLA
301897144,MLC
309130213,MLB
302432362,MLB
818295328,MLB
419549204,MLB
837490320,MLC
347684336,MLM
348029307,MLB
658581736,MLB
655651325,MLB
692230948,MCO
192409080,MLA
1109169826,MLB
269538404,MLB
251492355,MLA
775177791,MLB
738325670,MLB
105772127,MLB
432603425,MLM
431493064,MLM
435827496,MLB
646239274,MLM
379441302,MLB
359945010,MLB
290854134,MLC
291055495,MLC
294285517,MLB
404844692,MLM
557473841,MLB
568330522,MLB
726555418,MLA
417734760,MLB
414868269,MLB
456425131,MLB
229185051,MLB
227364625,MLB
157403337,MLB
208400184,MLB
618686382,MLB
615678563,MLB
488355716,MLB
88138684,MLM
87018153,MLM
129572959,MLC
118502635,MLM
145636701,MLB
144842849,MLB
168508589,MLB
26658901,MLB
325011447,MLB
323729477,MLB
321052192,MLB
76606767,MLB
75540865,MLB
218304551,MLB
288896851,MLA
447319821,MLM
141187801,MLB
70225041,MLM
70138455,MLM
237991993,MLM
234191297,MLM
232081639,MLM
167918177,MLM
179049221,MLM
632043528,MLC
159624130,MLM
393946362,MLB
401470981,MLB
575919391,MLM
116617058,MLB
114804351,MLB
114320105,MLB
110245813,MLB
60635906,MLM
67415427,MLB
65034938,MLB
93954062,MLB
171527927,MLB
257584735,MLC
181701980,MLM
1515486,MLM
788610236,MLM
784287082,MLM
215651431,MLB
212195251,MLB
128795979,MLB
126939814,MLB
203748173,MLB
546514024,MLB
336708603,MLC
339210288,MLB
819680302,MLA
528498984,MLB
763148890,MLM
765531184,MLB
420987102,MLB
50329193,MLB
57629671,MLA
17042029,MLB
754934133,MLB
31933697,MLM
605470564,MLC
497282249,MLB
161196557,MLB
1000325486,MLC
1008388235,MLB
81587585,MLB
464807062,MLB
463620049,MLB
6769183,MLA
329135,MLA
32476701,MLB
10375627,MLB
699418594,MLB
149868308,MLM
145083610,MLM
706047658,MLB
1133230700,MLA
555640076,MLB
550261590,MLB
1082167203,MLM
291857863,MLB
660449845,MLB
710739853,MLB
96659371,MLM
95628815,MLM
15244171,MLM
1056997621,MLB
1072080931,MLB
101360373,MLB
477228998,MLM
474135071,MLM
266997273,MCO
42250635,MLM
352823931,MLB
350189942,MLB
745172982,MLB
254993669,MLB
254550386,MLB
307066143,MLB
307386854,MLB
302679353,MLB
458765231,MLA
453132606,MLA
395746155,MLM
279767809,MLM
271959113,MLM
652715262,MLM
361076746,MLB
695361140,MLB
1032175173,MLM
260565760,MLC
269746781,MLB
250386637,MCO
799275738,MLM
736305189,MLM
105777330,MLB
646276707,MLM
648799127,MLC
645417900,MLB
645132965,MLB
352503094,MLM
353672561,MLB
410600029,MLB
414078026,MLA
457945501,MLB
177196189,MLB
224427372,MLB
205102196,MLB
619310943,MLM
80550381,MLM
150533999,MLB
158489916,MLA
733772306,MLB
585686395,MLM
588482961,MLB
64333599,MLA
1020187792,MLB
115696310,MLM
110964097,MLM
27958797,MLB
329367489,MCO
78005094,MLA
275727305,MLB
271166924,MLB
270876841,MLB
59163425,MLB
52014725,MLB
51512219,MLB
215982452,MLM
281643463,MLB
514162196,MLM
519190017,MLM
139031110,MLB
135651193,MLB
537983208,MLB
534370747,MLB
445828228,MLM
445633247,MLB
626524640,MLB
620331917,MLB
143459951,MLB
148825112,MLA
75779791,MLM
235733889,MLM
178547537,MLM
173184902,MLM
47351632,MLB
44652439,MLB
638029937,MLA
722142693,MLM
158490305,MLM
672457041,MLB
406665077,MLB
405510147,MLB
1153386272,MLM
701441216,MLM
708270214,MLB
284957492,MLM
577793392,MLB
115584912,MLA
97556253,MLB
96893377,MLB
257294232,MLM
180268749,MLM
5015624,MLM
1048901,MLM
2806183,MLM
6770581,MLB
3946758,MLB
782988809,MLA
54932662,MCO
803542136,MLB
200839126,MLB
549759537,MLC
688305720,MLM
334333779,MLB
811743042,MLB
90170024,MLB
523665011,MLM
527353136,MLB
765817955,MLB
328482499,MLB
326986971,MLB
1140190964,MLM
425959843,MLB
50265280,MLB
11388566,MLB
757150121,MLB
609475013,MLM
608915875,MLB
319770327,MLB
497535703,MLM
495920817,MLB
492970149,MLB
509407031,MLM
1172531017,MLB
464268092,MLM
2687180,MLB
3135574,MLA
34350657,MLB
31203640,MLB
691533474,MLM
695128921,MLM
1091001162,MLM
1082248130,MLB
364936605,MLA
1133351053,MLB
555878131,MLB
291109912,MLB
133403984,MLM
61936969,MLA
246082714,MLB
671689030,MLM
678394720,MLC
664273705,MLB
474450553,MLM
822687934,MLB
385509882,MLB
58258737,MLM
48476680,MLB
307277694,MLB
818005650,MLM
452478910,MLB
593107609,MLB
398019448,MLM
394726509,MLM
232532398,MLB
231342914,MLB
658736907,MLB
656452743,MLB
134073130,MLB
1031498755,MLM
1138415182,MLM
1123156618,MLB
1105052912,MLM
317801625,MLM
262058352,MLM
267846398,MLB
266299541,MLB
105403638,MLB
221677680,MLB
431932016,MLC
433638148,MLB
375002560,MLM
374712679,MLC
358369355,MLB
291656955,MLM
557960055,MLC
612610779,MLB
613030576,MLB
337038705,MLM
494153511,MLA
183254948,MLB
417522016,MLB
456794404,MLB
457831931,MLB
86360403,MLA
80460157,MLA
225004761,MLB
224645813,MLB
155000016,MLB
209466757,MLB
207330581,MLB
461592200,MLB
83487955,MLM
128161720,MLM
587436554,MLB
583069832,MLB
211073656,MLB
1024186039,MLB
114012054,MLC
110783869,MLM
146431080,MLB
29143097,MLB
233320858,MLB
51112545,MLC
219814021,MLM
212581227,MLM
219956480,MLB
511751532,MLB
512520055,MLB
198586236,MLB
136753445,MLB
137230219,MLB
135078295,MLB
138353657,MCO
136858597,MCO
534667743,MLB
449027707,MLB
629543609,MLM
620027777,MLB
78219632,MLM
78629676,MLB
160319898,MLM
175084057,MLM
44405279,MLB
741302568,MLM
728212758,MLB
726502261,MLB
723793619,MLB
575629981,MLB
470432162,MLB
1152788793,MLM
708470826,MLC
283030874,MLM
288410321,MLB
571714306,MLM
571698902,MLM
69933802,MLB
69274413,MLB
68262195,MLB
97254353,MLB
95853268,MLB
93372188,MLB
253708790,MLM
256271950,MLB
183230851,MLM
188717739,MLB
4864951,MLM
5730090,MLB
264294077,MLB
263942929,MLB
261288037,MLB
260210314,MLB
781469111,MLB
780386079,MLB
194809351,MLB
216389233,MLB
483290165,MLB
483967666,MLB
481153991,MLB
128273598,MLB
125181933,MLB
810524293,MLB
92460374,MLB
93704712,MLA
527784962,MLM
522947498,MLM
529253545,MLB
180785010,MLB
184693939,MLA
766576209,MLB
324562879,MLM
327274663,MLB
420276799,MLB
18369619,MLB
15353338,MLB
758429568,MLB
754532914,MLB
499761110,MLB
503063190,MLB
300516960,MLB
84618610,MLB
80986893,MLB
469465546,MLB
467962853,MLC
467699765,MLB
32407586,MLB
30698986,MLB
304556218,MLM
306436016,MLM
698792586,MLB
1012252366,MLM
1016179435,MLB
373724919,MLB
1086932387,MLM
600478612,MLB
752905163,MLC
537077720,MLM
712559130,MLB
599421293,MLB
121583167,MCO
1054193836,MLB
138896041,MLM
439333508,MLA
1078055626,MLB
677037011,MLM
675584553,MLC
674591254,MLB
388457474,MLA
101284032,MLB
107548146,MLA
206885170,MLM
478660364,MLM
828245259,MLB
269294387,MLA
547518652,MLA
718756864,MLB
715940109,MLB
385057652,MLM
389280498,MLB
1047080915,MLM
55720899,MLM
43562499,MLM
43205054,MLM
41031272,MLM
251983245,MLB
250137322,MLB
454451415,MLB
451592058,MLB
413639173,MLM
22017136,MLM
836738040,MLB
271500815,MLM
75412980,MLA
657823907,MLM
654257865,MLC
652901129,MLM
367910092,MLB
131308157,MLB
1131693957,MLM
1102908519,MLM
263257745,MLC
793504974,MLM
228764922,MCO
649037152,MLB
558318757,MLM
827587380,MLM
183478266,MLB
419403363,MLB
459478609,MLM
80816229,MLA
175224731,MLB
175565355,MLB
172665765,MLB
615024829,MLM
610554818,MLM
487616827,MLM
87068735,MLM
89871309,MLB
269296635,MLM
267419852,MLM
585486999,MLB
583183067,MLB
64505754,MLB
1021991987,MLB
119320011,MLM
113691408,MLM
118132674,MLB
28238426,MLB
324673878,MLB
273412757,MLB
271482988,MLB
55347247,MLC
216258951,MLM
218912306,MLB
191581334,MLM
198749450,MLB
196064178,MLB
196031509,MLB
133443460,MLA
537342394,MLB
446440331,MLM
624922377,MLC
143679144,MLB
72652200,MLM
239675398,MLB
163897883,MLM
45544127,MLB
44753229,MLB
43170851,MLB
401255187,MLA
476230950,MLB
282603160,MLM
281563829,MLM
113127806,MLB
63511095,MLM
91626597,MLC
259000259,MLM
251781782,MLM
257972471,MLB
257327697,MLB
189380529,MLM
186390213,MLM
189322564,MLB
188466315,MLB
9847654,MLB
8340968,MLC
786707472,MLB
194213212,MLB
484378018,MLB
542755198,MLM
683165402,MLM
686322453,MLB
336100349,MLB
247562562,MLM
243497768,MLM
522944622,MLM
526987540,MLB
527032878,MCO
180414283,MLB
1140460415,MLB
50799614,MLA
31889992,MLM
608431082,MLB
312072627,MLM
162296899,MLB
83901052,MLB
83757740,MLB
463497350,MLB
160966636,MLA
344593231,MLB
344603425,MLB
2159199,MLB
1947039,MLB
18998983,MCO
1099342394,MLM
700655779,MLB
553478756,MLB
1082745375,MLM
608887919,MLA
663352031,MLB
666092077,MLA
1022572537,MLM
97892399,MLM
594362340,MLM
1051752858,MLB
138951968,MLM
245619318,MLB
671377593,MLC
667497844,MLB
663949815,MLB
203916212,MLM
475121667,MLM
710333833,MLM
55716786,MLC
49071692,MLB
355766067,MCO
254421504,MLB
259329348,MLA
255309769,MLA
308640817,MLB
303369771,MLB
816683422,MLB
454301772,MLB
451737895,MLB
451873511,MLB
450707996,MLB
415379482,MLM
419797244,MLB
29802233,MLM
29450493,MLM
24147475,MLM
233778930,MLA
270057161,MLM
658409986,MLB
363274663,MLC
132039935,MLB
191348103,MLA
737008505,MLB
229668286,MCO
433366021,MLB
648152098,MLM
645073998,MLC
642199375,MLM
379881939,MLB
553663652,MLM
722364029,MLB
186166766,MLB
411479585,MLB
455468624,MLM
455349325,MLM
455467710,MLM
458997579,MLB
80623146,MLA
174333281,MLB
157245624,MLB
205270717,MLB
616440252,MLC
613574355,MLB
488723916,MLB
486385637,MLC
268873274,MLM
266405920,MLM
127476633,MLM
217169732,MLA
148640230,MLC
27733104,MLB
324466399,MLB
322591786,MLB
323432759,MLB
271760661,MLB
54859922,MLB
54777290,MLB
512731658,MLB
512501753,MLB
198038834,MLM
197245214,MLB
531754902,MLB
445520185,MLM
447325132,MLM
445969751,MLM
626117648,MLM
626602652,MLB
232460182,MLM
166382331,MLC
178375956,MLM
174179495,MLM
630832003,MLB
748953996,MLB
746504377,MLB
729448939,MLM
729534402,MLB
399826006,MLB
1157102849,MLM
709893237,MLB
284697337,MLB
578681684,MLM
572525295,MLC
69813882,MLB
68135305,MLB
97830897,MLB
251392425,MLC
189250440,MLB
188794877,MLB
187801022,MLB
8741229,MLM
6403846,MLB
6402547,MLB
1069317271,MLM
216474520,MLB
482029878,MLB
483093926,MLB
480829855,MLB
687999674,MLB
682545571,MLC
680694345,MLM
336106016,MLB
424397108,MLB
51692699,MLA
15056042,MLB
14838037,MLB
36837321,MLB
36083228,MLB
502437431,MLM
1118164719,MLB
463326688,MLM
463133816,MLB
347072093,MLB
9578024,MCO
32702808,MLB
37133205,MLA
1010412170,MLB
1015514536,MLB
149723318,MLM
143601568,MLM
703728628,MCO
372757449,MLB
238573721,MCO
644447772,MLA
539695577,MLC
662523897,MLB
242019847,MLB
19193531,MLM
631009417,MCO
1075886588,MLM
1078364057,MLM
1075997332,MLM
678437563,MLM
106449348,MCO
667950739,MLB
200997981,MLM
472846229,MLM
541675725,MLB
712326202,MLC
713595627,MLB
383120724,MLC
47741117,MLM
48769289,MLM
48831408,MLB
452855398,MLB
450651581,MLB
419816021,MLB
28925671,MLM
233060320,MLB
831586803,MLB
653162925,MLB
276504456,MLB
652738699,MLM
652486168,MLM
658532188,MLB
362743737,MLM
361848391,MLB
1107804857,MLM
267333637,MLB
790177697,MLB
779720366,MLB
736438626,MLM
736969787,MLM
736862648,MLB
449370011,MCO
435459031,MLB
648178750,MLM
645073383,MLM
642212310,MLM
290390944,MLM
299196546,MLB
557486782,MLM
559909424,MLB
619224820,MLA
613342468,MCO
335203006,MLM
720375647,MLB
454041265,MLM
229940284,MLB
175708375,MLB
223496748,MLB
208208653,MLB
206898773,MLB
206453320,MLB
481989197,MLM
489878053,MLB
268303883,MLM
269825572,MLM
265603954,MLM
150263290,MLB
155107410,MLA
129316997,MLM
63527097,MLB
148088600,MLB
26904256,MLB
20671860,MLB
234836231,MLB
53985398,MLC
54945571,MLB
216708850,MLC
516485692,MLM
519725639,MLB
516426407,MLB
190266102,MLC
629463344,MLB
626149443,MLB
621752819,MLB
680324798,MLB
238670762,MLM
232007787,MLM
233978801,MLC
168629346,MLM
169849440,MLM
165960367,MLM
